college,course,category,Round 1,Round 2,Mop-up,Stray,Stray Extended,fees,service_type,counseling
Akash Institute of Medical Sciences & Research Centre,M.D. Radio Diagnosis,ME,15156.0,27218.0,27218.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.D. Radio Diagnosis,MNG,89486.0,,208103.0,,,12615000,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.D. Radio Diagnosis,OPN,,12379.0,16064.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. ENT,1G,,66442.0,101334.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. ENT,2AG,,59883.0,59883.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. ENT,GMH,27295.0,57479.0,66442.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. ENT,GMP,,107788.0,107788.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. ENT,ME,53556.0,135067.0,135067.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. General Surgery,GM,13067.0,32182.0,32862.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. General Surgery,GMPH,32401.0,62948.0,62948.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. General Surgery,ME,51257.0,79534.0,73355.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. General Surgery,MNG,112287.0,,185160.0,205924.0,,7215000,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. General Surgery,OPN,23248.0,37232.0,37232.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. General Surgery,S2G,32555.0,46529.0,52032.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,2AG,,22089.0,23866.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,GM,12613.0,21724.0,21724.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,GMP,,31718.0,31718.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,ME,20166.0,33213.0,33213.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,MNG,105832.0,,211653.0,,208064.0,9015000,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,OPN,15586.0,29874.0,29874.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Opthalamology,2BG,,65424.0,88281.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Opthalamology,GMP,31523.0,88281.0,73567.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Opthalamology,ME,62744.0,94805.0,125458.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Opthalamology,MNG,,,178339.0,,,6015000,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Opthalamology,S1G,54271.0,73437.0,73437.0,,,783108,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Orthopedics,GMP,,71879.0,71879.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Orthopedics,ME,42367.0,116423.0,116423.0,,,1387994,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Orthopedics,MNG,125617.0,,210803.0,,192566.0,8115000,Non-Inservice,KEA
Akash Institute of Medical Sciences & Research Centre,M.S. Orthopedics,S1G,,100971.0,100971.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Anaesthesia,GMPH,38444.0,112312.0,138931.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Anaesthesia,MM,46511.0,117887.0,136587.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Anaesthesia,OPN,31387.0,49777.0,,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Anaesthesia,S1G,57163.0,87535.0,95863.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Anatomy,GM,,,142735.0,,,111015,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Dermatology,MNG,,,212077.0,,,9915000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Forensic Medicine,OPN,,,229034.0,,,358253,Non-Inservice,KEA
Al-Ameen Medical College,M.D. General Medicine,GM,7071.0,14772.0,15274.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.D. General Medicine,GMP,13920.0,19088.0,19088.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. General Medicine,GMPH,14989.0,25195.0,24275.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. General Medicine,MM,18305.0,34461.0,37564.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. General Medicine,MNG,87478.0,137152.0,172746.0,,,7015000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. General Medicine,NRI,99208.0,,,,,7015000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Paediatrics,GM,11233.0,19935.0,19935.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Paediatrics,GMP,16532.0,29410.0,27508.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Paediatrics,MM,24932.0,39019.0,39019.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Paediatrics,MNG,78511.0,,183319.0,162288.0,,6515000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Paediatrics,STG,49766.0,79531.0,79531.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Pathology,GM,41076.0,,189423.0,,,207027,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Pathology,MM,69458.0,,,,,358253,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Pathology,OPN,,,195424.0,,,358253,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Radio Diagnosis,GM,3656.0,10492.0,12379.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Radio Diagnosis,MM,12758.0,12758.0,27286.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Radio Diagnosis,MNG,79733.0,105871.0,197084.0,,,8515000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Radio Diagnosis,NRI,100810.0,,,,,8515000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Respiratory Medicine,MM,,38368.0,51190.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Respiratory Medicine,MNG,,,198027.0,,,7215000,Non-Inservice,KEA
Al-Ameen Medical College,M.D. Respiratory Medicine,S2G,,52032.0,68494.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. ENT,GM,26270.0,46789.0,57210.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. ENT,GMP,40755.0,80475.0,116592.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. ENT,MM,42879.0,113130.0,117887.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. General Surgery,2BG,18366.0,40928.0,41578.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. General Surgery,GM,,36309.0,40716.0,61896.0,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. General Surgery,GMP,19088.0,46474.0,46474.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. General Surgery,MM,38246.0,70198.0,80475.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. General Surgery,MNG,62103.0,,226800.0,,,6515000,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Obstetrics and Gynecology,GM,10189.0,20293.0,20293.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Obstetrics and Gynecology,MM,25295.0,31432.0,34450.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Obstetrics and Gynecology,MNG,88316.0,,223239.0,143557.0,,7015000,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Obstetrics and Gynecology,OPN,15911.0,25295.0,29823.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Obstetrics and Gynecology,S2G,30825.0,37777.0,47489.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Opthalamology,GM,,43278.0,57479.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Opthalamology,MM,43921.0,80829.0,80829.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Opthalamology,OPN,29547.0,68085.0,69626.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Orthopedics,GM,20571.0,24540.0,24540.0,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Orthopedics,MM,45352.0,73221.0,80800.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Orthopedics,MNG,89991.0,,185950.0,223763.0,,6515000,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Orthopedics,OPN,24540.0,55816.0,62520.0,,,1387994,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Orthopedics,S1G,60966.0,,,,,783108,Non-Inservice,KEA
Al-Ameen Medical College,M.S. Orthopedics,S2G,,68494.0,70010.0,,,783108,Non-Inservice,KEA
B M Patil Medical College,M.D. Physical and Rehablitation,S3G,,82199.0,82199.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Anaesthesia,GM,14260.0,38133.0,38133.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Anaesthesia,GMP,29607.0,70006.0,70006.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Anaesthesia,MNG,55822.0,,178606.0,199619.0,,5515000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Anaesthesia,OPN,26439.0,59249.0,60647.0,87472.0,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Anaesthesia,S1G,51996.0,82762.0,82762.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Anaesthesia,STG,75531.0,,,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Community Medicine,GM,57762.0,,210581.0,,,207027,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Community Medicine,GMP,75188.0,,,,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Community Medicine,OPN,70115.0,,,,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Dermatology,3BG,4537.0,8546.0,,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Dermatology,MNG,,,137730.0,202734.0,,13015000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. General Medicine,3AH,11391.0,11425.0,11425.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. General Medicine,GM,3102.0,4884.0,4884.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. General Medicine,GMP,7574.0,17949.0,17949.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. General Medicine,MNG,100748.0,,163577.0,122829.0,,9515000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. General Medicine,OPN,6524.0,16507.0,14712.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. General Medicine,S2G,17116.0,17116.0,,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Microbiology,GMP,106525.0,,,,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Microbiology,S2G,116273.0,,,,,207027,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Paediatrics,1G,15225.0,19548.0,25943.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Paediatrics,GMP,11514.0,21194.0,21194.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Paediatrics,GMPH,17075.0,26737.0,27786.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Paediatrics,NRI,131395.0,131395.0,131395.0,,,8015000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pathology,GM,38905.0,106525.0,137396.0,,,207027,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pathology,GMP,51243.0,,,,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pathology,MNG,57245.0,,,,,915000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pathology,OPN,46916.0,,163635.0,,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pharmacology,GM,,118575.0,118575.0,,,207027,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pharmacology,GMP,92265.0,,,,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pharmacology,MNG,,,190202.0,,,365000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Pharmacology,OPN,80707.0,,161523.0,203609.0,,358253,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Psychiatry,3BG,,71404.0,71404.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Psychiatry,OPN,27116.0,67491.0,67491.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Radio Diagnosis,2AG,6480.0,7950.0,7950.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.D. Radio Diagnosis,MNG,74585.0,,170267.0,,,13015000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. ENT,GM,10147.0,32920.0,32920.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. ENT,GMP,32920.0,56084.0,56084.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. General Surgery,2AG,15410.0,31425.0,31425.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. General Surgery,GM,10843.0,24155.0,25102.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. General Surgery,GMP,20173.0,36339.0,38821.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. General Surgery,GMPH,22010.0,50926.0,50926.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. General Surgery,MNG,112291.0,,194517.0,,,8015000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. General Surgery,OPN,19140.0,36105.0,36105.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,6317.0,16859.0,16859.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GMP,12635.0,23104.0,23104.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Obstetrics and Gynecology,MNG,76670.0,,175481.0,,,9215000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Opthalamology,GM,17904.0,31523.0,32266.0,,,783108,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Opthalamology,GMP,25555.0,47576.0,51243.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Opthalamology,MNG,,,166951.0,,,5815000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Opthalamology,OPN,22376.0,36437.0,50645.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Orthopedics,GMP,25731.0,44881.0,44881.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Orthopedics,GMPH,43160.0,73100.0,73100.0,,,1387994,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Orthopedics,MNG,97593.0,,167550.0,,,8015000,Non-Inservice,KEA
BGS Global Institute of Medical Sciences,M.S. Orthopedics,S1G,51772.0,90374.0,90374.0,,,783108,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D Geritrics,GM,,10857.0,22661.0,41115.0,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D Immuno Haemotology,2AG,45910.0,66075.0,96264.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,1G,8281.0,20907.0,20907.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,2AG,7204.0,23416.0,23416.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,2BG,8352.0,16457.0,16457.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,3AG,,17264.0,17264.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,GM,4790.0,14255.0,14914.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,GMH,5895.0,16203.0,16203.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,S2G,,36822.0,49090.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,S3G,21132.0,40219.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anaesthesia,STG,35104.0,90209.0,90209.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Anatomy,GM,77946.0,,,,,40900,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Biochemistry,2BG,70697.0,,,,,40900,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Biochemistry,GM,52103.0,103822.0,146905.0,,,40900,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Community Medicine,2AG,37803.0,82386.0,82386.0,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Community Medicine,GM,21204.0,37803.0,37803.0,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Dermatology,GM,29.0,546.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Dermatology,GMH,462.0,642.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Dermatology,S2G,2652.0,,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Forensic Medicine,2AG,77197.0,,,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Forensic Medicine,GM,32022.0,95485.0,62936.0,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Forensic Medicine,S1G,,118529.0,,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,2AG,336.0,1120.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,2BG,620.0,1789.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,3AG,82.0,823.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,3BG,445.0,1175.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,GM,74.0,350.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,GMH,160.0,368.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,P2AG,80955.0,,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,S2G,615.0,1544.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,S3G,1510.0,3898.0,3898.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. General Medicine,STG,4516.0,,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Microbiology,2AG,,114219.0,114219.0,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Microbiology,GM,45875.0,73063.0,73063.0,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Microbiology,S1G,80936.0,,,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Microbiology,S2G,,101325.0,101325.0,,,68400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Paediatrics,2AG,2557.0,8169.0,7941.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Paediatrics,GM,1657.0,4461.0,4461.0,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Paediatrics,GMH,2439.0,5021.0,,,,123400,Non-Inservice,KEA
Bangalore Medical College and Research Institute,M.D. Paediatrics,PGM,12761.0,,,,,123400,Non-Inservice,KEA
