college,course,category,Round 1,Round 2,Round 3,Stray Vacancy
Kims Hospital Kurnool (A Unit Of Kims Hospital Kurnool Pvt Ltd),(NBEMS) GENERAL MEDICINE,Open,8997.0,,,15231.0
Associated Hospital Government Medical College,(NBEMS) GENERAL MEDICINE,Open,9010.0,,,
Emergency Medical Care (Emc) Hospital,(NBEMS) GENERAL MEDICINE,Open,9061.0,,,
Revathi Medical Center Tirupur (I) Pvt Ltd,(NBEMS) GENERAL MEDICINE,Open,9066.0,,,
Nidaan Hospital,(NBEMS) GENERAL MEDICINE,Open,9072.0,,,
Shri Balaji Metro Hospital,(NBEMS) GENERAL MEDICINE,Open,9083.0,,,
Sheth Vadilal Sarabhai General Hospital And Sheth Chinai Prasuti Hospital,(NBEMS) GENERAL MEDICINE,Open,9094.0,,,
Central Hospital,(NBEMS) GENERAL MEDICINE,OBC,9143.0,,,
Kainos Super,(NBEMS) GENERAL MEDICINE,Open,9158.0,,,
Hindu Rao Hospital,(NBEMS) GENERAL MEDICINE,OBC,9256.0,,,
Ozone Institute Of Medical Sciences,(NBEMS) GENERAL MEDICINE,Open,9429.0,,,15080.0
M.G.M. Muthoot Hospital,(NBEMS) GENERAL MEDICINE,Open,9440.0,,,
Princess Durru Shehvar Children`S And General Hospital,(NBEMS) GENERAL MEDICINE,Open,9479.0,,,
Bhagat Phool Singh Govt. Medical College For Women,(NBEMS) GENERAL MEDICINE,Open,9510.0,,,9158.0
Vasavi Hospital,(NBEMS) GENERAL MEDICINE,Open,9583.0,,,
Tagore Hospital And Heart Care Center Pvt. Ltd.,(NBEMS) GENERAL MEDICINE,Open,9594.0,,,
Central Hospital,(NBEMS) GENERAL MEDICINE,Open,9618.0,,10262.0,
Chandulal Chandrakar Memorial Hospital,(NBEMS) GENERAL MEDICINE,Open,9641.0,,,
Government Medical College,(NBEMS) GENERAL MEDICINE,Open,9676.0,,21077.0,
Kasturi Das Memorial Super Speciality Hospital (A Unit Of Dishari,(NBEMS) GENERAL MEDICINE,Open,9761.0,,,
Imambara District Hospital,(NBEMS) GENERAL MEDICINE,Open,9772.0,,,
Arpa Medcity Hospital And Research Institute,(NBEMS) GENERAL MEDICINE,Open,9773.0,,,16916.0
Anugrah Narayan Magdh Medical College Gaya,(NBEMS) GENERAL MEDICINE,EWS,9863.0,,,
Vijay Marie Hospital And Educational Society,(NBEMS) GENERAL MEDICINE,Open,9872.0,,,18110.0
Cura Hospitals,(NBEMS) GENERAL MEDICINE,Open,9933.0,,,
Premier Hospitals Pvt. Ltd.,(NBEMS) GENERAL MEDICINE,Open,9937.0,,,
Kamineni Health Care,(NBEMS) GENERAL MEDICINE,Open,10028.0,,,
P.D. Hinduja National Hospital And Medical Research Centre,(NBEMS) GENERAL MEDICINE,Open,10051.0,,,
Senthil Multi Speciality Hospital,(NBEMS) GENERAL MEDICINE,Open,10068.0,,,
Diamond Harbour Government Medical College And Hospital,(NBEMS) GENERAL MEDICINE,OBC,10075.0,,,
Pandit Deen Dayal Upadhyay Divisional District Hospital,(NBEMS) GENERAL MEDICINE,EWS,10095.0,,,
Apollo Excelcare Hospital,(NBEMS) GENERAL MEDICINE,Open,10128.0,,,
Divisional District Hospital,(NBEMS) GENERAL MEDICINE,EWS,10182.0,,,
Government Hospital,(NBEMS) GENERAL MEDICINE,Open,10358.0,,,
Bangalore Baptist Hospital,(NBEMS) GENERAL MEDICINE,Open,10504.0,,19783.0,22114.0
Government Medical College Osmanabad,(NBEMS) GENERAL MEDICINE,Open,10525.0,,,
Mumbai Port Trust Hospital,(NBEMS) GENERAL MEDICINE,Open,10566.0,,8610.0,
Metrounited Healthcare Llp,(NBEMS) GENERAL MEDICINE,Open,10579.0,,,
Raiganj Government Medical College And Hospital,(NBEMS) GENERAL MEDICINE,OBC,10595.0,,,
Sadar Hospital,(NBEMS) GENERAL MEDICINE,Open,10600.0,,12081.0,
The Gujarat Research And Medical Institute (Rajasthan Hospitals),(NBEMS) GENERAL MEDICINE,Open,10614.0,,,
Holy Family Hospital,(NBEMS) GENERAL MEDICINE,Open,10684.0,,,
Narayana Hrudayalaya Hospital,(NBEMS) GENERAL MEDICINE,Open,10709.0,,,
Asansol District Hospital,(NBEMS) GENERAL MEDICINE,OBC,10731.0,,,
Sugam Hospitals,(NBEMS) GENERAL MEDICINE,Open,10738.0,,,
Sanjay Gandhi Memorial Hospital,(NBEMS) GENERAL MEDICINE,Open,10780.0,,,
K S Hospital,(NBEMS) GENERAL MEDICINE,Open,10785.0,,,15799.0
South Central Railways Hospital,(NBEMS) GENERAL MEDICINE,OBC,10832.0,,,
Bhanavi Hospital,(NBEMS) GENERAL MEDICINE,Open,10836.0,,,
Apollo Hospital International,(NBEMS) GENERAL MEDICINE,Open,11012.0,,,
Associated Hospital Government Medical College,(NBEMS) GENERAL MEDICINE,OBC,11029.0,,,
South Eastern Railways Central Hospital,(NBEMS) GENERAL MEDICINE,Open,11050.0,,,
Dr. Babasaheb Ambedkar Central Railway Hospital,(NBEMS) GENERAL MEDICINE,OBC,11101.0,,,
Kokilaben Dhirubhai Ambani Hospital And Medical Research Institute,(NBEMS) GENERAL MEDICINE,Open,11146.0,,,
Times Hospital,(NBEMS) GENERAL MEDICINE,Open,11223.0,,,16714.0
Rampurhat Govt. Medical College And Hospital,(NBEMS) GENERAL MEDICINE,OBC,11296.0,,,18054.0
Government Hospital,(NBEMS) GENERAL MEDICINE,OBC,11300.0,,,
Asym District Hospital,(NBEMS) GENERAL MEDICINE,OBC,11417.0,,,19311.0
K.E.M. Hospital,(NBEMS) GENERAL MEDICINE,Open,11426.0,,,
Kovai Medical Centre,(NBEMS) GENERAL MEDICINE,Open,11563.0,,,10717.0
Meenakshi Mission Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,11792.0,,,
Bethany Hospital,(NBEMS) GENERAL MEDICINE,Open,11851.0,,9817.0,
Esic Medical College And Hospital,(NBEMS) GENERAL MEDICINE,Open,11922.0,,,212397.0
Purulia Government Medical College And Hospital,(NBEMS) GENERAL MEDICINE,EWS,11983.0,,,
Asansol District Hospital,(NBEMS) GENERAL MEDICINE,EWS,12107.0,,,
Sir Hurkisondas Nurrotumdas Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,12315.0,,,
District Hospital,(NBEMS) GENERAL MEDICINE,OBC,12330.0,,17545.0,
T.S.R.T.C. Hospital,(NBEMS) GENERAL MEDICINE,Open,12370.0,,23020.0,
Gmers Medical College And Hospital,(NBEMS) GENERAL MEDICINE,OBC,12528.0,,,
Sub District Hospital Sopore,(NBEMS) GENERAL MEDICINE,Open,12674.0,,14099.0,
Mahavir Jaipuriya Rajasthan Hospital,(NBEMS) GENERAL MEDICINE,Open,12718.0,,,
Ruby Hall Clinic,(NBEMS) GENERAL MEDICINE,Open,12814.0,,11860.0,
Shrimad Rajchandra Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,12963.0,,,
Sub District Hospital Sopore,(NBEMS) GENERAL MEDICINE,OBC,13000.0,,,
Manipal Hospital,(NBEMS) GENERAL MEDICINE,Open,13095.0,,5740.0,
Krishna Institute Of Medical Sciences,(NBEMS) GENERAL MEDICINE,Open,13150.0,,,
Zen Multispeciality Hospital,(NBEMS) GENERAL MEDICINE,Open,13200.0,,,
Sahyadri Super Specialty Hospital,(NBEMS) GENERAL MEDICINE,Open,13301.0,,,
K B Bhabha Municipal General Hospital,(NBEMS) GENERAL MEDICINE,SC,13332.0,,,
Bhagat Phool Singh Govt. Medical College For Women,(NBEMS) GENERAL MEDICINE,OBC,13362.0,,,
Jaslok Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,13435.0,,,
Government General Hospital,(NBEMS) GENERAL MEDICINE,Open,13449.0,,,
Khan Bahadur Bhabha Hospital,(NBEMS) GENERAL MEDICINE,Open,13491.0,,,
G Kuppuswamy Naidu Memorial Hospital,(NBEMS) GENERAL MEDICINE,Open,13659.0,,,
Lilavati Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,13670.0,,,
Raja Sukhdev Singh Dh Poonch,(NBEMS) GENERAL MEDICINE,EWS,13736.0,,,
Esic Medical College And Hospital,(NBEMS) GENERAL MEDICINE,SC,13755.0,,,
Bharatratna Dr. Babasaheb Ambedkar Municipal General Hospital,(NBEMS) GENERAL MEDICINE,EWS,13759.0,,,
J.L.N. Main Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,13880.0,,,
Malabar Institute Of Medical Sciences,(NBEMS) GENERAL MEDICINE,Open,13925.0,,,
Shaheed Hasan Khan Mewati Government Medical College,(NBEMS) GENERAL MEDICINE,Open,14108.0,,,19487.0
Autonomous State Medical College,(NBEMS) GENERAL MEDICINE,Open,14309.0,,,
Autonomous State Medical College (Asmc),(NBEMS) GENERAL MEDICINE,Open,14352.0,,,13871.0
Batra Hospital And Medical Research Centre,(NBEMS) GENERAL MEDICINE,Open,14495.0,,,
Shri Balaji Action Medical Institute,(NBEMS) GENERAL MEDICINE,Open,14527.0,,,
Maharaja Agarsen Hospital,(NBEMS) GENERAL MEDICINE,Open,14576.0,,,
Shaheed Hasan Khan Mewati Government Medical College,(NBEMS) GENERAL MEDICINE,OBC,14579.0,,,
Purulia Government Medical College And Hospital,(NBEMS) GENERAL MEDICINE,Open,14749.0,,,
Sheth Vadilal Sarabhai General Hospital And Sheth Chinai Prasuti Hospital,(NBEMS) GENERAL MEDICINE,OBC,14920.0,,,
Divisional District Hospital,(NBEMS) GENERAL MEDICINE,Open,14996.0,,,30251.0
Bhagat Phool Singh Govt. Medical College For Women,(NBEMS) GENERAL MEDICINE,EWS,15153.0,,,22327.0
Bokaro General Hospital,(NBEMS) GENERAL MEDICINE,Open,15211.0,,,
K B Bhabha Municipal General Hospital,(NBEMS) GENERAL MEDICINE,OBC,15275.0,,,
Sri Ramakrishna Hospital,(NBEMS) GENERAL MEDICINE,Open,15276.0,,,
Maharana Pratap District Combined Hospital,(NBEMS) GENERAL MEDICINE,Open,15331.0,,,
Seth V. C. Gandhi And M. A. Vora Municipal General Hospital (Rajawadi,(NBEMS) GENERAL MEDICINE,EWS,15396.0,,,
Dr. Hedgewar Rugnalaya,(NBEMS) GENERAL MEDICINE,Open,15414.0,,,
Baby Memorial Hospital,(NBEMS) GENERAL MEDICINE,Open,15460.0,,,
District Head Quarters Hospital,(NBEMS) GENERAL MEDICINE,Open,15550.0,,,
Sarvodaya Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,15554.0,,,28299.0
Choithram Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,15702.0,,,
Apollo Gleneagles Hospital,(NBEMS) GENERAL MEDICINE,Open,15725.0,,,
Gmers Medical College And Hospital,(NBEMS) GENERAL MEDICINE,EWS,15776.0,,,
Aster Aadhar Hospital,(NBEMS) GENERAL MEDICINE,Open,15845.0,,12931.0,
Daya General Hospital,(NBEMS) GENERAL MEDICINE,Open,15944.0,,,
General Hospital,(NBEMS) GENERAL MEDICINE,OBC,15956.0,,,
Jaipur Golden Hospital,(NBEMS) GENERAL MEDICINE,Open,15974.0,,,
Apollo Hospital,(NBEMS) GENERAL MEDICINE,Open,15980.0,,11077.0,
Dr. L H Hiranandani Hospital,(NBEMS) GENERAL MEDICINE,Open,16033.0,,,
Medical Trust Hospital,(NBEMS) GENERAL MEDICINE,Open,16038.0,,21497.0,
Poona Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,16133.0,,,
Kerala Institute Of Medical Sciences,(NBEMS) GENERAL MEDICINE,Open,16138.0,,,
Apex Hospital,(NBEMS) GENERAL MEDICINE,Open,16142.0,,18787.0,
J.L.N. Main Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,EWS,16180.0,,,
Asansol District Hospital,(NBEMS) GENERAL MEDICINE,Open,16181.0,,18261.0,
Pandit Deen Dayal Upadhyay Government Hospital,(NBEMS) GENERAL MEDICINE,OBC,16215.0,,,
Royal Care Super Speciality Hospital,(NBEMS) GENERAL MEDICINE,Open,16354.0,,,33425.0
Autonomous State Medical College And Allied Pandit Ram Prasad Bismil Memorial,(NBEMS) GENERAL MEDICINE,EWS,16421.0,,,
Bombay Hospital,(NBEMS) GENERAL MEDICINE,Open,16466.0,,,
The Voluntary Health Services And Medical Centre,(NBEMS) GENERAL MEDICINE,Open,16515.0,,,21922.0
Autonomous State Medical College,(NBEMS) GENERAL MEDICINE,Open,16593.0,,,
Esic Medical College And Hospital,(NBEMS) GENERAL MEDICINE,OBC,16636.0,,,
St. Philomena`S Hospital,(NBEMS) GENERAL MEDICINE,Open,16686.0,,,
Shri Jagannath Medical College And Hospital,(NBEMS) GENERAL MEDICINE,OBC,16777.0,,,
Government Headquarters Hospital,(NBEMS) GENERAL MEDICINE,Open,16787.0,,,
Lok Bandhu Raj Narayan Combined Hospital,(NBEMS) GENERAL MEDICINE,OBC,16986.0,,,
Medicover Hospitals,(NBEMS) GENERAL MEDICINE,Open,16993.0,,,
Shri Jagannath Medical College And Hospital,(NBEMS) GENERAL MEDICINE,EWS,17065.0,,,
Peerless Hospital And B K Roy Research Centre,(NBEMS) GENERAL MEDICINE,Open,17133.0,,,
United Ciigma Institute Of Medical Sciences Pvt Ltd,(NBEMS) GENERAL MEDICINE,Open,17205.0,,,
J.L.N. Main Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,OBC,17410.0,,,25305.0
Yatharth Super Specialty Hospitals,(NBEMS) GENERAL MEDICINE,Open,17464.0,,,10539.0
Yashoda Super Specialty Hospitals,(NBEMS) GENERAL MEDICINE,Open,17611.0,,,
Cosmopolitan Hospital,(NBEMS) GENERAL MEDICINE,Open,17687.0,,,31041.0
Apollomedics Superspeciality Hospital,(NBEMS) GENERAL MEDICINE,Open,17688.0,,,
Care Hospital,(NBEMS) GENERAL MEDICINE,Open,17702.0,,6725.0,
Durgabai Deshmukh Hospital,(NBEMS) GENERAL MEDICINE,Open,17709.0,,,
Bhagwan Mahaveer Jain Hospital,(NBEMS) GENERAL MEDICINE,Open,17845.0,,,
Kingsway Hospitals,(NBEMS) GENERAL MEDICINE,Open,17874.0,,,
St. Theresa`S Hospital,(NBEMS) GENERAL MEDICINE,Open,17919.0,,,
R P Hospital And Research Institute,(NBEMS) GENERAL MEDICINE,Open,17946.0,,,34060.0
Apollo Bgs Hospital,(NBEMS) GENERAL MEDICINE,Open,18261.0,,,
Bokaro General Hospital,(NBEMS) GENERAL MEDICINE,OBC,18300.0,,,25172.0
Malabar Institute Of Medical Sciences Ltd,(NBEMS) GENERAL MEDICINE,Open,18368.0,,,
Bhagyoday Tirth Chikitsalay,(NBEMS) GENERAL MEDICINE,Open,18452.0,,9124.0,
Tata Motors Hospital,(NBEMS) GENERAL MEDICINE,Open,18466.0,,,
Jaiprakash Hospital And Research Centre Pvt. Ltd,(NBEMS) GENERAL MEDICINE,Open,18483.0,,,26953.0
Aadhar Health Institute,(NBEMS) GENERAL MEDICINE,Open,18552.0,,21125.0,
Imambara District Hospital,(NBEMS) GENERAL MEDICINE,OBC,18596.0,,,
Indus International Hospital,(NBEMS) GENERAL MEDICINE,Open,18787.0,,,
Vikash Multi Speciality Hospital,(NBEMS) GENERAL MEDICINE,Open,18836.0,,,
General Hospital,(NBEMS) GENERAL MEDICINE,SC,18915.0,,,
Aakash Hospital,(NBEMS) GENERAL MEDICINE,Open,18973.0,,,
Jan Swasthya Sahyog,(NBEMS) GENERAL MEDICINE,Open,18975.0,,22022.0,
Paras Hmri Hospital,(NBEMS) GENERAL MEDICINE,Open,19000.0,,,
Yashoda Super Speciality Hospital,(NBEMS) GENERAL MEDICINE,Open,19016.0,,,
General Hospital,(NBEMS) GENERAL MEDICINE,EWS,19063.0,,,
District Hospital,(NBEMS) GENERAL MEDICINE,Open,19130.0,,24450.0,19784.0
Ramakrishna Mission Sevashrama Charitable Hospital,(NBEMS) GENERAL MEDICINE,Open,19212.0,,,
Mohandai Oswal Hospital,(NBEMS) GENERAL MEDICINE,Open,19262.0,,,
Seven Hills Hospital,(NBEMS) GENERAL MEDICINE,Open,19406.0,,,30099.0
District Head Quarters Hospital,(NBEMS) GENERAL MEDICINE,OBC,19420.0,,,
Andhra Hospital (Vijayawada),(NBEMS) GENERAL MEDICINE,Open,19553.0,,,30415.0
Ramkrishna Care Hospital,(NBEMS) GENERAL MEDICINE,Open,19554.0,,,31962.0
Satguru Partap Singh Hospital,(NBEMS) GENERAL MEDICINE,Open,19624.0,,,
Lotus Hospitals And Research Centre,(NBEMS) GENERAL MEDICINE,Open,19674.0,,,
K K Hospital,(NBEMS) GENERAL MEDICINE,Open,19756.0,,,34887.0
Citizen Specialty Hospital,(NBEMS) GENERAL MEDICINE,Open,19822.0,,,
Mar Sleeva Medicity Palai,(NBEMS) GENERAL MEDICINE,Open,19990.0,,,
Sparsh Super Specialty Hospital,(NBEMS) GENERAL MEDICINE,Open,20077.0,,,
Lala Harbhagwan Das Memorial And Dr Prem Hospital,(NBEMS) GENERAL MEDICINE,Open,20116.0,,,
The Mission Hospital,(NBEMS) GENERAL MEDICINE,Open,20223.0,,,
Tirumala Hospital,(NBEMS) GENERAL MEDICINE,Open,20254.0,,10468.0,
T.S.R.T.C. Hospital,(NBEMS) GENERAL MEDICINE,SC,20265.0,,,
Hindu Mission Hospital,(NBEMS) GENERAL MEDICINE,Open,20357.0,,,
Nazareth Hospital,(NBEMS) GENERAL MEDICINE,Open,20387.0,,,
Kamakshi Hospital,(NBEMS) GENERAL MEDICINE,Open,20415.0,,,
Vijaya Hospital,(NBEMS) GENERAL MEDICINE,Open,20498.0,,,13816.0
Sikkim-Manipal Institute Of Medical Sciences,(NBEMS) GENERAL MEDICINE,Open,20688.0,,,
Moulana Hospital,(NBEMS) GENERAL MEDICINE,Open,20782.0,,,
Mythri Hospital,(NBEMS) GENERAL MEDICINE,Open,20791.0,,,
Apex Superspeciality Hospital And Ivf Centre,(NBEMS) GENERAL MEDICINE,Open,20796.0,,,
Hartej Hospital (Hartej Nursing Home),(NBEMS) GENERAL MEDICINE,Open,21038.0,,,
Ems Memorial Co-Operative Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,Open,21247.0,,,
Sahyadri Narayana Multispecialty Hospital,(NBEMS) GENERAL MEDICINE,Open,21344.0,,,
Prs Hospital,(NBEMS) GENERAL MEDICINE,Open,21409.0,,,
Raja Sukhdev Singh Dh Poonch,(NBEMS) GENERAL MEDICINE,Open,21512.0,,,
Raja Sukhdev Singh Dh Poonch,(NBEMS) GENERAL MEDICINE,OBC,21516.0,,,
Prashanth Hospitals,(NBEMS) GENERAL MEDICINE,Open,21688.0,,,
Salem Polyclinic,(NBEMS) GENERAL MEDICINE,Open,21689.0,,,
Sree Abirami Hospital Pvt. Ltd.,(NBEMS) GENERAL MEDICINE,Open,21764.0,,,
Neotia Getwel Healthcare Centre,(NBEMS) GENERAL MEDICINE,Open,21942.0,,,
Shanmuga Hospital And Salem Cancer Institute,(NBEMS) GENERAL MEDICINE,Open,22054.0,,,
Government Medical College,(NBEMS) GENERAL MEDICINE,OBC,22055.0,,9303.0,
J.L.N. Main Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,SC,22193.0,,,
Sdh Kupwara,(NBEMS) GENERAL MEDICINE,Open,22209.0,,26298.0,
Fortune Hospital,(NBEMS) GENERAL MEDICINE,Open,22228.0,,23867.0,29420.0
Paalana Institute Of Medical Sciences,(NBEMS) GENERAL MEDICINE,Open,22233.0,,,
Saraswathy Hospital,(NBEMS) GENERAL MEDICINE,Open,22708.0,,,
Rahmania Medical Centre,(NBEMS) GENERAL MEDICINE,Open,22741.0,,,
District Hospital,(NBEMS) GENERAL MEDICINE,EWS,22784.0,,,
Gupta Surgical Hospital,(NBEMS) GENERAL MEDICINE,Open,22810.0,,,
Haji Abdul Majid Memorial Hospital And Research Center,(NBEMS) GENERAL MEDICINE,Open,22853.0,,,35354.0
Dishari Health Point Private Limited,(NBEMS) GENERAL MEDICINE,Open,23277.0,,,
Sdh Kupwara,(NBEMS) GENERAL MEDICINE,OBC,23394.0,,,
Health City Hospital,(NBEMS) GENERAL MEDICINE,Open,23624.0,,,
Associated Hospital Government Medical College,(NBEMS) GENERAL MEDICINE,SC,23893.0,,,
Kalyan Singh Government Medical College,(NBEMS) GENERAL MEDICINE,SC,24033.0,,,
South Central Railways Hospital,(NBEMS) GENERAL MEDICINE,ST,24655.0,,,
Hindu Rao Hospital,(NBEMS) GENERAL MEDICINE,SC,25151.0,,,
Anugrah Narayan Magdh Medical College Gaya,(NBEMS) GENERAL MEDICINE,SC,25269.0,,,
District Hospital,(NBEMS) GENERAL MEDICINE,SC,25971.0,,,
Sadar Hospital,(NBEMS) GENERAL MEDICINE,SC,26247.0,,,37936.0
Government Medical College,(NBEMS) GENERAL MEDICINE,SC,27825.0,,,42833.0
Asym District Hospital,(NBEMS) GENERAL MEDICINE,SC,28198.0,,,
Tamralipto Government Medical College And Hospital,(NBEMS) GENERAL MEDICINE,SC,28807.0,,,
Deen Dayal Upadhyay Hospital,(NBEMS) GENERAL MEDICINE,SC,28890.0,,,
Bhagat Phool Singh Govt. Medical College For Women,(NBEMS) GENERAL MEDICINE,SC,29403.0,,,
Gmers Medical College And Hospital,(NBEMS) GENERAL MEDICINE,SC,31236.0,,,
Sdh Kupwara,(NBEMS) GENERAL MEDICINE,SC,31929.0,,,
Kalyan Singh Government Medical College,(NBEMS) GENERAL MEDICINE,ST,34725.0,,,
Autonomous State Medical College (Asmc),(NBEMS) GENERAL MEDICINE,SC,35784.0,,,
Jagjivan Ram Railway Hospital,(NBEMS) GENERAL MEDICINE,ST,35951.0,,,
Government Medical College Osmanabad,(NBEMS) GENERAL MEDICINE,SC,37225.0,,,
Esic Hospital,(NBEMS) GENERAL MEDICINE,SC,37371.0,,,
Vishnuprasad Nandrai Desai Municipal General Hospital,(NBEMS) GENERAL MEDICINE,SC,39617.0,,,
Asansol District Hospital,(NBEMS) GENERAL MEDICINE,SC,39857.0,,,
P.L. Sharma District Hospital,(NBEMS) GENERAL MEDICINE,ST,40761.0,,,
Central Hospital,(NBEMS) GENERAL MEDICINE,SC,41824.0,,,
Bokaro General Hospital,(NBEMS) GENERAL MEDICINE,SC,42292.0,,,
Coochbehar Govt Medical College And Hospital,(NBEMS) GENERAL MEDICINE,SC,42867.0,,,
Divisional District Hospital,(NBEMS) GENERAL MEDICINE,ST,50198.0,,,86280.0
District Hospital Faridkot,(NBEMS) GENERAL MEDICINE,ST,51217.0,,,91821.0
Government Medical College,(NBEMS) GENERAL MEDICINE,ST,51269.0,,44397.0,
Bharatratna Dr. Babasaheb Ambedkar Municipal General Hospital,(NBEMS) GENERAL MEDICINE,ST,55743.0,,,
Dr. Babasaheb Ambedkar Central Railway Hospital,(NBEMS) GENERAL MEDICINE,ST,63346.0,,,
J.L.N. Main Hospital And Research Centre,(NBEMS) GENERAL MEDICINE,ST,73882.0,,,
Bokaro General Hospital,(NBEMS) GENERAL MEDICINE,ST,74655.0,,,
Lok Bandhu Raj Narayan Combined Hospital,(NBEMS) GENERAL MEDICINE,ST,75473.0,,,
Amar Hospital,(NBEMS) GENERAL MEDICINE,Open,,,30101.0,
Aarogya Hospital,(NBEMS) GENERAL MEDICINE,Open,,,,14514.0
Andhra Hospital (Vijayawada),(NBEMS) GENERAL MEDICINE,OBC,,,21965.0,
B. J. Medical College,(NBEMS) GENERAL MEDICINE,Open,,,3463.0,
Breach Candy Hospital,(NBEMS) GENERAL MEDICINE,Open,,,4124.0,
Dr. Hedgewar Rugnalaya,(NBEMS) GENERAL MEDICINE,OBC,,,25124.0,
Esic Model Hospital,(NBEMS) GENERAL MEDICINE,ST,,,34725.0,
Govt Medical College,(NBEMS) GENERAL MEDICINE,SC,,,25776.0,
Gandhi Medical College,(NBEMS) GENERAL MEDICINE,Open,,,7609.0,
Govt. Medical College,(NBEMS) GENERAL MEDICINE,EWS,,,17946.0,
Govt. Medical College,(NBEMS) GENERAL MEDICINE,Open,,,11657.0,
Healthworld Hospital,(NBEMS) GENERAL MEDICINE,Open,,,6597.0,
Icon Hospital,(NBEMS) GENERAL MEDICINE,OBC,,,21763.0,
Jlnm Hospital,(NBEMS) GENERAL MEDICINE,Open,,,21980.0,
Karuna Medical College,(NBEMS) GENERAL MEDICINE,Open,,,8263.0,
Mallige Medical Centre,(NBEMS) GENERAL MEDICINE,Open,,,10259.0,
Mata Chanan Devi Hospital,(NBEMS) GENERAL MEDICINE,Open,,,18503.0,
Muthoot Health Care,(NBEMS) GENERAL MEDICINE,Open,,,24403.0,
Noble Hospital,(NBEMS) GENERAL MEDICINE,Open,,,4336.0,
Paras Hospitals,(NBEMS) GENERAL MEDICINE,Open,,,8936.0,
Rims Medical College,(NBEMS) GENERAL MEDICINE,Open,,,21566.0,
Rungta Hospital,(NBEMS) GENERAL MEDICINE,EWS,,,22053.0,
S. K. S. Hospital,(NBEMS) GENERAL MEDICINE,Open,,,6161.0,
Shree Narayana Hospital,(NBEMS) GENERAL MEDICINE,OBC,,,8331.0,
Siddhartha Medical College,(NBEMS) GENERAL MEDICINE,Open,,,13115.0,
Sir Ganga Ram Hospital,(NBEMS) GENERAL MEDICINE,Open,,,13401.0,
Sri Ram Hospital,(NBEMS) GENERAL MEDICINE,Open,,,9441.0,
Tata Memorial Centre,(NBEMS) GENERAL MEDICINE,Open,,,16700.0,
Tata Main Hospital,(NBEMS) GENERAL MEDICINE,Open,,,14441.0,
V Y Institute Of Medical Science,(NBEMS) GENERAL MEDICINE,Open,,,,15068.0
Harish Hospital,(NBEMS) GENERAL ROAD MEDICINE,Open,9108.0,,,15052.0
Sawai Man Singh Medical College,(NBEMS) Geriatric Medicine,Open,7813.0,,,
Madras Medical College,(NBEMS) Geriatric Medicine,OBC,9148.0,10510.0,,
Gandhi Medical College,(NBEMS) Geriatric Medicine,Open,10379.0,12219.0,217569.0,
Government Medical College,(NBEMS) Geriatric Medicine,Open,10451.0,11480.0,12385.0,22661.0
Goa Medical College,(NBEMS) Geriatric Medicine,OBC,12219.0,12416.0,,
Institute Of Medical Sciences,(NBEMS) Geriatric Medicine,EWS,12295.0,,,
Government Medical College,(NBEMS) Geriatric Medicine,OBC,12420.0,,19824.0,23178.0
Bangalore Baptist Hospital,(NBEMS) Geriatric Medicine,Open,13179.0,14698.0,,
Madras Medical College,(NBEMS) Geriatric Medicine,EWS,16083.0,,,40686.0
Geri Care Hospital,(NBEMS) Geriatric Medicine,Open,19570.0,20035.0,,
Dr. Sampurnanand Medical College (Snmc),(NBEMS) Geriatric Medicine,SC,22777.0,,28602.0,52819.0
Medical College,(NBEMS) Geriatric Medicine,SC,28131.0,,,
Madras Medical College,(NBEMS) Geriatric Medicine,SC,30541.0,,,
Bangalore Medical College And Research Institute,(NBEMS) Geriatric Medicine,SC,35107.0,,,
Madras Medical College,(NBEMS) Geriatric Medicine,ST,71481.0,73521.0,,
Bangalore Medical College And,(NBEMS) Geriatric Medicine,SC,,37273.0,,
Bangalore Medical College And Research,(NBEMS) Geriatric Medicine,SC,,,46555.0,
Grant Medical College,(NBEMS) Geriatric Medicine,SC,,32054.0,46520.0,
Grant Medical College,(NBEMS) Geriatric Medicine,ST,,,66275.0,
Sir Ganga Ram Hospital,(NBEMS) Hospital,Open,26324.0,29137.0,,
General Hospital,(NBEMS) Hospital,Open,35757.0,34840.0,,68320.0
Aig Hospital,(NBEMS) Hospital,Open,,37679.0,,69478.0
Govt. Medical College,(NBEMS) Hospital,Open,,37421.0,,
Sher-I-Kashmir Institute Of,(NBEMS) Hospital,ST,,117070.0,,
Deenanath Mangeshkar Hospital And Research Centre.,(NBEMS) IMMUNO-HAEMATOLOGY,Open,31180.0,,,
